src_ip,dst_ip,protocol,flow_duration,total_fwd_packets,total_bwd_packets,packet_length_mean,flow_bytes_s,flow_packets_s,fwd_iat_mean,bwd_iat_mean,timestamp,label
192.168.1.33,10.0.0.33,UDP,154699,104,21,844.2368924502202,180805.94114819812,1823.2631040759325,41878.29917108151,48957.68283433468,2023-01-01 00:00:24,BENIGN
192.168.1.12,10.0.0.7,TCP,766943,379,394,734.7435029489055,3227.0947319560837,461.2170394923781,18191.888214845232,3673.161105597067,2023-01-01 00:00:25,BruteForce
192.168.1.22,10.0.0.12,TCP,411759,186,171,762.3498780932061,186778.3732775693,621.0331905749772,3635.12286622015,14196.586065821868,2023-01-01 00:00:26,BENIGN
192.168.1.44,10.0.0.49,ICMP,409840,250,15,272.8537465375504,161976.72688475213,1865.2671045515974,28441.367769592976,12150.636645448629,2023-01-01 00:00:27,BENIGN
192.168.1.25,10.0.0.30,ICMP,378721,255,211,1220.9720274139722,167460.10667744384,385.5616119640186,27934.513515417748,12428.216988248229,2023-01-01 00:00:28,BENIGN
192.168.1.49,10.0.0.21,TCP,28302,76,48,817.2228767121129,18748.148205921505,796.2774445158382,42498.938379712665,18935.9391719113,2023-01-01 00:00:29,BENIGN
192.168.1.27,10.0.0.31,UDP,439458,386,86,205.3089939400076,147781.72798082768,2505.901397666269,49799.55655625431,40905.67112742363,2023-01-01 00:00:30,BENIGN
192.168.1.42,10.0.0.24,TCP,848224,459,149,1151.574081358339,191987.34625945397,981.9474264989142,25408.35717070082,45643.021639529405,2023-01-01 00:00:31,DDoS
192.168.1.28,10.0.0.20,TCP,737844,108,188,1399.3415277822528,135741.6135494903,1464.6924086527192,17260.85634795817,10111.552157861208,2023-01-01 00:00:32,BENIGN
192.168.1.16,10.0.0.37,UDP,20955,156,372,1421.4872798630736,114155.22478445883,2823.479865102375,9295.899676101793,27147.95394746769,2023-01-01 00:00:33,Botnet
192.168.1.15,10.0.0.4,ICMP,477063,82,492,559.8364212926474,189131.3725820245,682.220117422002,240.98644104371937,31845.311709301848,2023-01-01 00:00:34,DDoS
192.168.1.47,10.0.0.28,TCP,715832,77,480,211.92014160552353,88643.13063471376,1169.4884260566732,25456.17551075147,26091.85189071788,2023-01-01 00:00:35,BruteForce
192.168.1.44,10.0.0.44,ICMP,811627,485,306,782.4154436832671,119898.78390546469,1819.7668688550934,27776.377816463086,21704.38563345178,2023-01-01 00:00:36,BENIGN
192.168.1.3,10.0.0.20,ICMP,311485,470,151,177.7877517303388,95320.0248695238,2266.2614495824128,41247.099052390055,9599.583317456032,2023-01-01 00:00:37,BENIGN
192.168.1.37,10.0.0.24,UDP,627507,460,141,1401.6412535837997,186575.9596499238,2705.0585067514025,25229.343817672136,24411.47974060273,2023-01-01 00:00:38,BENIGN
192.168.1.7,10.0.0.49,UDP,576391,258,69,283.53364475916754,15309.336880424902,2746.503489732972,45823.50096495416,20061.34017073873,2023-01-01 00:00:39,DDoS
192.168.1.21,10.0.0.32,ICMP,461695,127,260,386.6211313272345,100273.8281949871,2330.143583043496,31404.5457450952,39778.372561750984,2023-01-01 00:00:40,DDoS
192.168.1.9,10.0.0.41,TCP,94937,485,476,615.8884250586059,137421.79303294912,685.764178943338,42016.971574815936,38180.4543537906,2023-01-01 00:00:41,BENIGN
192.168.1.39,10.0.0.36,ICMP,223168,391,334,580.9150581530974,158402.11703060515,75.40318079765484,7415.938438652548,6700.80006160233,2023-01-01 00:00:42,BruteForce
192.168.1.18,10.0.0.34,TCP,356527,282,456,1194.0477096728546,116645.42762408285,1151.9380171365158,42766.95117898543,4426.864109100816,2023-01-01 00:00:43,WebAttack
192.168.1.4,10.0.0.36,TCP,123905,474,9,689.9120626209339,181792.65704987865,425.50500411248214,33757.517578337975,45407.78900743192,2023-01-01 00:00:44,SQLInjection
192.168.1.25,10.0.0.2,UDP,880378,88,121,264.44470740497195,188404.09023208596,2131.452554667456,8512.481388884089,26775.88393983592,2023-01-01 00:00:45,BENIGN
192.168.1.14,10.0.0.15,TCP,809459,204,371,408.1427442742504,12957.412716397346,1983.7306298903247,9488.988143742397,42890.18906319225,2023-01-01 00:00:46,PortScan
192.168.1.9,10.0.0.34,TCP,115757,16,419,768.5789439294078,80533.87085432073,132.87095322274305,46325.10445159202,2908.497877199491,2023-01-01 00:00:47,BENIGN
192.168.1.26,10.0.0.36,ICMP,853162,151,101,229.706336964941,4789.458442058773,2509.9447436137225,1611.7358071581934,26326.254310464992,2023-01-01 00:00:48,PortScan
192.168.1.2,10.0.0.6,UDP,104528,424,149,921.366956712561,65950.38980915114,746.9810556072556,23127.284629842008,26971.78630229724,2023-01-01 00:00:49,BENIGN
192.168.1.20,10.0.0.39,TCP,122135,254,442,852.9634867612074,107419.95677232336,1297.2489993976355,15674.451021415143,43035.240925074955,2023-01-01 00:00:50,BENIGN
192.168.1.28,10.0.0.42,TCP,445663,188,146,1074.906451409564,182167.90660893876,2004.1332726317714,33254.206922481404,4881.402301487145,2023-01-01 00:00:51,WebAttack
192.168.1.47,10.0.0.12,UDP,230880,329,353,1407.1798769152579,169326.20906083402,1288.8269417699078,41981.62974906203,12023.03773823179,2023-01-01 00:00:52,PortScan
192.168.1.7,10.0.0.3,ICMP,741670,32,456,1369.259296040722,25587.195361729948,1324.4221205970302,18019.545699706923,20327.50915603677,2023-01-01 00:00:53,BENIGN
192.168.1.44,10.0.0.45,UDP,69618,271,243,1419.6526709225586,18696.77191070505,197.81835801188538,21345.677464054537,43292.20792952169,2023-01-01 00:00:54,BENIGN
192.168.1.8,10.0.0.18,UDP,176455,485,241,374.6262395653144,117894.54101745774,1204.9292042307513,49095.90730728621,46944.22687021328,2023-01-01 00:00:55,DDoS
192.168.1.47,10.0.0.40,TCP,867858,397,337,206.0323068926384,106470.38269451066,2294.7788317667305,39196.04156745046,49636.2382550618,2023-01-01 00:00:56,Heartbleed
192.168.1.35,10.0.0.21,TCP,667665,5,43,460.39228373970826,53348.890521861766,2745.6138352226067,44860.30934245864,47959.71512943962,2023-01-01 00:00:57,DDoS
192.168.1.14,10.0.0.15,ICMP,120343,459,95,1343.6769074218087,179900.67160231166,1241.077914053052,21938.672270360836,298.0818504618763,2023-01-01 00:00:58,Malware
192.168.1.17,10.0.0.33,TCP,799280,330,226,1458.3596771889975,185480.54525136453,1271.3338948103576,11704.576123001776,2386.369364352148,2023-01-01 00:00:59,BENIGN
192.168.1.36,10.0.0.35,TCP,396408,308,6,1290.3941770950094,80582.02652419852,2108.1786918646326,20593.761405857196,7381.193351060276,2023-01-01 00:01:00,DDoS
192.168.1.40,10.0.0.26,UDP,53411,333,214,173.92640448003996,178071.4811669927,2828.3732313147243,35804.87979965784,17443.755976416887,2023-01-01 00:01:01,Botnet
192.168.1.4,10.0.0.8,TCP,22792,169,206,1421.6677171090919,76851.38396316823,801.9157597778413,5472.41081139413,41496.07163131695,2023-01-01 00:01:02,DDoS
192.168.1.2,10.0.0.36,ICMP,649342,181,67,640.8034607526711,147389.68468275707,1320.9924754072727,13524.184811719824,44632.91711057869,2023-01-01 00:01:03,BENIGN
192.168.1.6,10.0.0.48,UDP,679322,366,396,23.872333235906982,95240.84928779006,2388.123757413351,2332.7483871790578,9342.533480322858,2023-01-01 00:01:04,DDoS
192.168.1.42,10.0.0.30,ICMP,392279,178,100,669.1666737148084,24604.372985785878,1829.4710145527415,21617.95456916824,30983.587916833814,2023-01-01 00:01:05,PortScan
192.168.1.4,10.0.0.23,UDP,221568,143,12,78.64306281644672,185594.0468272806,332.6484455479002,41372.45935324468,45868.181891278764,2023-01-01 00:01:06,BruteForce
192.168.1.29,10.0.0.42,TCP,341751,362,237,820.3781025300651,90873.90901616956,1883.5704739512348,1234.1597512122419,23187.123064830106,2023-01-01 00:01:07,SQLInjection
192.168.1.18,10.0.0.44,UDP,80252,248,322,514.4455008812065,146923.9593604485,561.0521075073833,33766.50101683149,5178.075054067245,2023-01-01 00:01:08,SQLInjection
192.168.1.26,10.0.0.14,UDP,463785,127,258,715.4180510551327,73498.04550481531,1531.137586301134,46624.861229812464,22891.224690581163,2023-01-01 00:01:09,PortScan
192.168.1.44,10.0.0.14,TCP,529314,263,399,923.6238375072444,3874.287627389309,1587.780699713655,11847.156147697602,18790.369319500573,2023-01-01 00:01:10,BENIGN
192.168.1.34,10.0.0.2,TCP,4069,40,407,1304.5136327685523,20196.018702497997,2628.7338833127296,34682.04840154168,28883.322145304282,2023-01-01 00:01:11,BENIGN
192.168.1.10,10.0.0.37,ICMP,35833,412,413,996.2333489431736,99294.27395003589,1388.020327763302,48755.119953108915,21933.495561670774,2023-01-01 00:01:12,SQLInjection
192.168.1.36,10.0.0.5,ICMP,332099,416,337,656.7328140324893,138023.87498955984,839.0478242854467,48113.94072956301,868.2789967590434,2023-01-01 00:01:13,SSH-Bruteforce
192.168.1.14,10.0.0.38,TCP,41843,355,480,1230.9475019688439,67013.59178319789,693.6680782998786,11747.224722264134,49699.89267295015,2023-01-01 00:01:14,BENIGN
192.168.1.31,10.0.0.45,TCP,654581,255,135,1359.317384983967,139128.1429896123,2622.8813781763242,5017.452329550223,27177.468346290814,2023-01-01 00:01:15,DDoS
192.168.1.48,10.0.0.41,TCP,171048,143,222,188.44234998397386,139757.254327448,513.861552400267,7414.978612257902,23682.064143474992,2023-01-01 00:01:16,BENIGN
192.168.1.15,10.0.0.47,UDP,893977,240,156,802.5801365536593,140816.7878748334,1278.179814088548,35102.08138843862,47730.913957831195,2023-01-01 00:01:17,BENIGN
192.168.1.8,10.0.0.14,UDP,20423,228,142,433.92282001624176,98555.11861869963,562.3321716659141,36288.218013788326,7793.862518986269,2023-01-01 00:01:18,DDoS
192.168.1.14,10.0.0.39,UDP,523393,341,428,80.12118483665164,182985.74140928863,2320.138816303012,33712.15384484832,9462.690889659867,2023-01-01 00:01:19,PortScan
192.168.1.23,10.0.0.25,TCP,278672,198,158,1006.1345757198382,97890.38394432506,1423.6435472838823,16804.583308724163,40400.929438390114,2023-01-01 00:01:20,BENIGN
192.168.1.40,10.0.0.20,ICMP,558966,65,465,1295.5284584142462,90108.01217997797,1054.0799279798794,8489.677210966349,13042.293170170413,2023-01-01 00:01:21,SQLInjection
192.168.1.21,10.0.0.2,TCP,610874,388,416,252.72495517131713,39956.225720224335,1083.937822238774,29038.473836520705,39961.55608747005,2023-01-01 00:01:22,Botnet
192.168.1.16,10.0.0.39,UDP,501893,11,494,1220.4963498596117,61600.25196253167,2556.790405962215,24184.53860744757,13577.402611942218,2023-01-01 00:01:23,SSH-Bruteforce
192.168.1.45,10.0.0.6,UDP,326384,108,326,1281.5596429700431,8562.665054408839,1661.7680889290198,36441.97852196805,1660.3483236198492,2023-01-01 00:01:24,BENIGN
192.168.1.18,10.0.0.17,TCP,781838,26,371,1372.3672595730604,126743.70519387243,2153.8856855426598,22068.562574202388,25851.21917961191,2023-01-01 00:01:25,DDoS
192.168.1.47,10.0.0.25,TCP,631713,445,344,405.2747827382181,49782.29521102586,2691.218510235803,16932.646094628733,9835.125019908943,2023-01-01 00:01:26,BENIGN
192.168.1.24,10.0.0.28,UDP,870361,421,262,1356.890067132935,60900.63537164447,2705.3232864458855,14674.635389373361,37892.55680033062,2023-01-01 00:01:27,BENIGN
192.168.1.26,10.0.0.2,UDP,268608,151,283,487.787504557284,154185.82288069781,986.1986539592516,10574.304532167276,32060.340461974174,2023-01-01 00:01:28,DDoS
192.168.1.25,10.0.0.35,UDP,391111,221,338,832.9836400486992,65511.51451397463,2857.4013381760096,13288.053062956884,46180.209796227915,2023-01-01 00:01:29,SQLInjection
192.168.1.45,10.0.0.37,TCP,428665,341,344,85.25613154010037,48514.95881342712,75.60277016180173,4742.427111766224,39149.63487492953,2023-01-01 00:01:30,BENIGN
192.168.1.41,10.0.0.5,UDP,656151,496,229,75.38282166942797,33894.64405182778,1131.129847487481,17343.50368943355,9039.616966081501,2023-01-01 00:01:31,SSH-Bruteforce
192.168.1.29,10.0.0.1,UDP,782359,237,376,1083.3560869709822,154994.19459617298,2687.500773669016,1829.454048335547,40008.11167500315,2023-01-01 00:01:32,Botnet
192.168.1.15,10.0.0.40,ICMP,619986,237,280,672.2751671869087,26028.280972206376,824.6360025711318,9321.505944469174,32087.210503656348,2023-01-01 00:01:33,SQLInjection
192.168.1.45,10.0.0.12,TCP,721927,497,358,391.87563930013414,90805.37667404566,819.9712695136337,37338.775460526835,33447.913136389485,2023-01-01 00:01:34,SQLInjection
192.168.1.1,10.0.0.36,ICMP,177068,219,290,293.7161090771162,101435.33020383117,908.5642329605843,16274.123964842456,41613.312035621464,2023-01-01 00:01:35,BENIGN
192.168.1.25,10.0.0.45,ICMP,57162,487,168,1008.2307013802349,137509.24354587434,1837.3278411559197,33412.182611850214,28691.629635377823,2023-01-01 00:01:36,SQLInjection
192.168.1.7,10.0.0.23,UDP,228438,424,47,10.59830059775641,126693.36811836579,1315.559994067447,35844.49189568827,23300.709714136294,2023-01-01 00:01:37,BENIGN
192.168.1.9,10.0.0.47,TCP,735222,461,463,1210.7778421033129,162163.06252174044,2180.4777742236743,29059.685951262945,31832.41512690104,2023-01-01 00:01:38,Infiltration
192.168.1.24,10.0.0.31,UDP,669321,151,203,128.08191313359396,9045.811641855005,2684.8370170514327,47934.928370528556,14898.573490488996,2023-01-01 00:01:39,BENIGN
192.168.1.1,10.0.0.11,TCP,228009,123,214,295.31952621309796,59358.5008834015,2022.923925453639,1072.9718912890398,9130.673957223878,2023-01-01 00:01:40,BENIGN
192.168.1.44,10.0.0.10,ICMP,507095,144,246,585.4922289956435,56098.81034319841,614.195693872529,36932.89387675652,30829.775315724248,2023-01-01 00:01:41,DDoS
192.168.1.8,10.0.0.3,TCP,88402,478,24,732.4395221769944,29288.779427862435,2798.113025179146,47939.37341037646,11693.184605904798,2023-01-01 00:01:42,BENIGN
192.168.1.24,10.0.0.14,UDP,588316,189,321,538.9427225627734,57906.732945902986,794.214127169088,43113.72419591761,3996.6755522209896,2023-01-01 00:01:43,BENIGN
192.168.1.11,10.0.0.16,UDP,738691,255,274,487.8611258265979,62022.086297166396,450.53299168914623,8395.46669755886,28.708675078110446,2023-01-01 00:01:44,BENIGN
192.168.1.17,10.0.0.10,UDP,565735,68,44,1446.2348579890509,104424.70393930291,270.81186930402174,16341.688492280353,30416.361750601955,2023-01-01 00:01:45,WebAttack
192.168.1.8,10.0.0.29,TCP,527509,104,332,965.9537250526574,132774.5253373586,1690.5878382578305,8623.419541983394,18108.077025228362,2023-01-01 00:01:46,DDoS
192.168.1.35,10.0.0.10,ICMP,83893,336,313,44.91510349740843,76281.99267100163,342.17362497947477,30065.81688237139,37615.79622270213,2023-01-01 00:01:47,BENIGN
192.168.1.35,10.0.0.12,ICMP,552552,159,363,650.9621035820267,143922.09923954488,417.18887645377964,35609.686910992634,18759.44473925681,2023-01-01 00:01:48,BENIGN
192.168.1.33,10.0.0.30,TCP,287735,309,156,1313.7629626185155,67299.45118205804,900.7914113058944,15854.371394383546,24300.686408463098,2023-01-01 00:01:49,BENIGN
192.168.1.5,10.0.0.41,UDP,583610,362,488,459.16971775189523,58127.70709522059,845.677376043707,26975.78919264079,20354.84155579643,2023-01-01 00:01:50,DDoS
192.168.1.42,10.0.0.1,ICMP,678625,409,380,150.88895371383848,108283.49236581917,1813.1142914860948,34546.337582989676,32529.0889806762,2023-01-01 00:01:51,BruteForce
192.168.1.39,10.0.0.5,UDP,528136,300,199,1139.9933096689774,4840.900425127542,2450.419093138572,21067.56949073581,17807.601961586395,2023-01-01 00:01:52,BENIGN
192.168.1.41,10.0.0.20,TCP,550941,396,407,912.9606095847611,16049.845814436674,2284.2876189524745,42700.92250724251,48188.418729465506,2023-01-01 00:01:53,BENIGN
192.168.1.28,10.0.0.8,UDP,116647,90,469,859.7656366614908,83652.11176294676,788.1908796947138,38577.72521445557,46807.413182939905,2023-01-01 00:01:54,BENIGN
192.168.1.7,10.0.0.43,ICMP,584768,357,162,89.8290738150378,188588.25100721212,736.6861834599538,3234.2125269846824,42401.547104961406,2023-01-01 00:01:55,BENIGN
192.168.1.9,10.0.0.12,ICMP,44431,256,395,219.34352459532082,144330.20479070037,2897.408798790796,31056.64382924236,46015.09322836683,2023-01-01 00:01:56,BENIGN
192.168.1.8,10.0.0.1,UDP,751493,496,470,937.5986003575396,17716.501243161496,25.700488534288414,11767.042222436521,22457.53528328109,2023-01-01 00:01:57,Botnet
192.168.1.12,10.0.0.20,TCP,645005,353,234,319.65752377366533,169278.97075489664,2639.2818786475873,27876.355715099096,26821.983409077817,2023-01-01 00:01:58,BENIGN
192.168.1.34,10.0.0.28,UDP,826092,220,163,761.0644188251523,146486.92404457537,599.9858288480925,47844.465243205676,37104.88753531966,2023-01-01 00:01:59,DDoS
192.168.1.33,10.0.0.43,TCP,840397,9,116,821.8737121837962,122228.21048796037,2841.9056849462136,43953.22116560795,34807.600101002114,2023-01-01 00:02:00,PortScan
192.168.1.48,10.0.0.37,UDP,600298,12,93,432.4257135036997,164076.56282577454,1027.5795471977317,20226.41563935347,44534.03910167793,2023-01-01 00:02:01,BENIGN
192.168.1.23,10.0.0.47,ICMP,397991,325,42,1423.1534817568245,80881.55856381713,1321.6149699058637,14576.401403359325,35816.83503180751,2023-01-01 00:02:02,BruteForce
192.168.1.24,10.0.0.37,TCP,500301,438,284,1265.271519185007,44378.06006568516,2121.6547212191986,11721.052814668543,49894.2375267148,2023-01-01 00:02:03,DDoS
192.168.1.37,10.0.0.12,TCP,502337,244,379,1086.3365263728697,102453.475482841,1763.4194853683077,26626.210972956247,17425.94148577972,2023-01-01 00:02:04,BENIGN
192.168.1.35,10.0.0.37,TCP,864518,182,210,126.21086095001954,109813.46694313541,954.5000497907616,5713.308414449558,41650.05411422865,2023-01-01 00:02:05,Botnet
192.168.1.44,10.0.0.49,ICMP,731676,284,206,168.13372877043898,107711.44176478143,1661.9389166876026,27464.2011314043,34882.043506810376,2023-01-01 00:02:06,BENIGN
192.168.1.40,10.0.0.49,UDP,10168,312,466,744.244205338784,113058.25091687305,2192.389946204296,67.68064090010999,34569.630874305716,2023-01-01 00:02:07,Infiltration
192.168.1.22,10.0.0.44,ICMP,578848,99,220,249.46289029456867,189746.11315601223,127.96250276157379,16193.157687661496,16292.4539066551,2023-01-01 00:02:08,DDoS
192.168.1.27,10.0.0.28,TCP,887298,197,280,1467.6155406589164,180458.90005693666,34.586716461856646,10997.495757215233,39280.3040193587,2023-01-01 00:02:09,PortScan
192.168.1.35,10.0.0.47,UDP,570806,482,136,246.19514870084006,175155.83560813198,1374.742750279601,48560.968279249144,45018.90074135761,2023-01-01 00:02:10,Infiltration
192.168.1.1,10.0.0.15,ICMP,288450,366,106,736.3270748413213,160303.22050063458,396.37801679273906,36362.38873617938,10928.204527566628,2023-01-01 00:02:11,Botnet
192.168.1.35,10.0.0.6,TCP,652568,226,118,552.5403746938431,188691.27864233055,1993.3685301026785,17483.319369731424,31275.21635899809,2023-01-01 00:02:12,PortScan
192.168.1.37,10.0.0.44,TCP,786819,333,237,962.685767966606,19789.07887171271,642.9433162260751,4643.161481444495,19607.34932030966,2023-01-01 00:02:13,SQLInjection
192.168.1.47,10.0.0.20,ICMP,22437,103,309,202.26424924524312,53098.13996300333,1299.120469280217,25840.51293393651,49477.41641662456,2023-01-01 00:02:14,BENIGN
192.168.1.14,10.0.0.14,ICMP,151838,106,456,651.1714777831625,99061.68353635151,593.8151396859326,10673.180618420789,23942.161958768247,2023-01-01 00:02:15,DDoS
192.168.1.3,10.0.0.2,ICMP,247767,365,388,419.310498882644,169322.2451753687,1645.9022736616243,26821.94086537199,11416.780369673337,2023-01-01 00:02:16,BENIGN
192.168.1.1,10.0.0.9,TCP,656621,368,475,1332.7497717608153,101082.62573339422,349.04432469432214,41768.282346590444,19093.499403466405,2023-01-01 00:02:17,BENIGN
192.168.1.5,10.0.0.37,ICMP,514341,58,100,70.47271108069567,149632.1443943836,70.2974515096533,30790.01181251717,32692.265652441496,2023-01-01 00:02:18,Botnet
192.168.1.26,10.0.0.20,TCP,887199,78,261,1371.4539660696244,27878.085059258352,154.34378268198486,31689.787188830564,3805.3924781074643,2023-01-01 00:02:19,BENIGN
192.168.1.14,10.0.0.26,ICMP,352315,75,481,1251.1612664439706,50557.52121401438,2862.8210661044145,27051.97342285151,30180.492409141658,2023-01-01 00:02:20,BENIGN
192.168.1.39,10.0.0.29,TCP,98164,42,305,453.38036749681504,146382.0413980307,427.71636961419654,46363.35436593783,46561.306734185724,2023-01-01 00:02:21,Botnet
192.168.1.27,10.0.0.1,TCP,368755,422,354,1186.043075468886,33030.328376656034,2125.7262811573687,46595.20231834574,42518.289020104865,2023-01-01 00:02:22,BENIGN
192.168.1.9,10.0.0.35,UDP,482705,324,286,56.508204904733866,70336.05133751986,204.71068646425593,25636.647330476535,3384.6091593625106,2023-01-01 00:02:23,BENIGN
192.168.1.15,10.0.0.6,ICMP,408074,181,328,1450.6296699371565,53046.76493693293,325.3728963533113,15288.668597688078,49669.50054707467,2023-01-01 00:02:24,DDoS
192.168.1.15,10.0.0.37,ICMP,459096,33,103,794.6264644587861,70037.35267507345,1527.1198779765948,22979.890706966315,34936.64745827025,2023-01-01 00:02:25,DDoS
192.168.1.26,10.0.0.5,TCP,771074,71,63,461.88872883751344,141693.97741068626,1395.1479195328766,9328.709051868589,8114.8789348768705,2023-01-01 00:02:26,SQLInjection
192.168.1.42,10.0.0.33,TCP,527566,56,175,550.2489867660688,73632.65151044592,2854.789348010169,31817.579421589147,621.7920423820053,2023-01-01 00:02:27,DDoS
192.168.1.13,10.0.0.49,TCP,556219,105,282,108.94397665614107,111097.13818932725,2834.561523609191,25005.11669677588,8564.960531971275,2023-01-01 00:02:28,DDoS
192.168.1.32,10.0.0.14,UDP,133348,200,441,1484.1307759226383,20076.38222317649,2339.046318984853,5165.9205901861815,41908.957858366244,2023-01-01 00:02:29,BruteForce
192.168.1.39,10.0.0.12,UDP,103406,101,293,68.54499827453176,161023.0368776021,1806.703388551922,9883.191408199647,1082.944607933242,2023-01-01 00:02:30,BENIGN
192.168.1.49,10.0.0.42,TCP,164826,256,226,985.8116134903099,74040.73626706016,1365.4259918616401,23982.11817802014,11658.13203360071,2023-01-01 00:02:31,PortScan
192.168.1.32,10.0.0.20,ICMP,778680,307,7,669.6765322826229,129741.97839076516,1069.1794244509347,44379.5619469522,37865.52246114844,2023-01-01 00:02:32,Infiltration
192.168.1.4,10.0.0.24,ICMP,708010,74,127,1423.8851651011855,145105.38137220035,2841.3155533796908,28319.96964083424,29305.940684370857,2023-01-01 00:02:33,BENIGN
192.168.1.30,10.0.0.43,UDP,374269,171,424,376.5396130571248,42011.21833012891,1809.123525462632,34077.06847542333,39137.002782299234,2023-01-01 00:02:34,BENIGN
192.168.1.37,10.0.0.34,UDP,700370,377,92,802.8093676676368,176946.52949217465,1737.6385105302975,16952.088458645743,37307.77904083557,2023-01-01 00:02:35,BENIGN
192.168.1.23,10.0.0.25,TCP,90517,143,423,728.7107507883019,123283.22789622989,696.4714641849757,28570.99824081867,2531.0187547031146,2023-01-01 00:02:36,PortScan
192.168.1.39,10.0.0.29,ICMP,713711,166,190,1057.271001634651,85802.15583612115,141.0467558374541,22369.54375208073,44625.67844328848,2023-01-01 00:02:37,BENIGN
192.168.1.45,10.0.0.39,TCP,428738,399,359,111.33524560910655,36548.803197286084,2835.6205506988736,32956.83650124541,11352.364682279152,2023-01-01 00:02:38,DDoS
