Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Flow_IAT_Mean,Flow_IAT_Max,Flow_IAT_Min,Flow_IAT_Std,Fwd_IAT_Total,Fwd_IAT_Mean,Bwd_IAT_Total,Bwd_IAT_Mean,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Protocol,Label
113727,111,485,10974.844869246468,19256.564894628013,1014.5385537561247,390.6119561993727,746.7052261108282,1280.567648265036,94.21361968147275,4116.198899644401,2048.8254587865486,2644.1763166873566,118.94106299859136,11611.512456582523,5660.209851932383,17982.53950449679,10313.185074698948,924.9533907468882,325.4488249256851,1344.8260743246205,736.8200751752595,243.96219201648572,6,DDoS
127324,251,147,29785.398133078077,17380.599571360413,953.5706868328584,96.69495568854182,197.2730929164732,378.24615434513703,312.5758432486094,6525.057470896753,37154.248526048556,4200.790673401342,4968.214408207609,15800.568413502084,11783.747053348025,5241.367699880898,17030.434527458652,1217.3281672466123,369.6896105065726,662.7284971029538,191.8816301625595,623.7730959191805,6,PortScan
176203,383,239,13268.5195949216,21618.764400633474,158.24937700915083,25.982199019553878,639.5858393624707,36.17252899891075,340.00003617090164,192.24390340907092,16612.503095350894,341.9629674788846,925.0853291337531,8318.32110750625,2878.110113513827,12594.023729065408,3705.8810738711522,1131.9438208975919,311.20906773827056,1040.123277005693,369.40099467476125,353.8398668210296,1,BENIGN
192335,7,412,33115.34879245373,39099.902305139876,910.2191678771618,436.94327749471535,349.29423158992927,932.6198082944363,244.2762576320949,13649.88447815255,36135.16118526555,392.40803766753686,3556.4297357276937,11830.302345813352,8095.61807250353,894.6520178857645,2097.025145688507,376.7820654477798,193.8831067770355,1469.250453082048,311.232144928275,236.1664013409773,17,Botnet
17023,459,424,40756.23944059993,24234.4429565622,190.23138673535357,38.70169238762202,734.4321581481267,692.2850163774259,21.219243194395315,5409.92230332516,35411.953717594195,2781.2941701807176,783.748009847943,1160.5445364463492,674.4740964823362,7761.961210271268,1498.8048889488211,394.7105003175054,109.21370526520481,368.6442273323775,308.5922107177328,247.30974664762647,1,BENIGN
42090,84,84,38912.36089507543,39711.02179078484,127.25953604114459,124.09752644225465,362.84879674501485,855.0751739808472,328.4082733792337,16312.905484240418,26785.865084112444,3195.936526820626,2705.0661712775955,19716.063736205026,4340.395470777783,5894.19516288318,10144.281571577338,1452.0783296021493,462.88167742090553,1232.4696908148053,523.5655031032369,445.77787331265114,17,BENIGN
68221,208,113,38054.52397999255,28845.6207118363,795.693234507166,347.9641558625679,596.7214552832061,1350.0157194374206,421.1773530191551,7215.49437865804,38890.919147606386,1057.8536658637447,412.25032944642567,16010.368704895924,1506.6239021592671,4610.950973985158,17695.17238219817,1332.2331552075473,257.9000609974527,449.90329292729314,324.433432952606,245.32267880256444,1,PortScan
65820,388,225,9426.73416432799,17136.36826114489,610.1504457292775,205.31452087602725,376.2390902852193,1455.1891046132557,360.44181438587435,9625.132044593089,29093.812376145048,3726.3554133308985,3836.2243384208837,17382.740979047416,7761.698601949555,12912.233618092547,856.761260451408,484.32259850199927,241.06884072276173,645.2430239853384,494.98259320417696,506.4838692936247,17,BENIGN
1769,390,332,4464.828101876709,40508.43824698945,887.3273025327726,438.2806709878389,186.10160079172067,955.3351782358485,415.14900155870396,19315.49388537937,14403.178957128208,3231.6706218265967,2928.7562626769,13901.170848951775,16862.272941123418,2648.047529852799,4254.307464530757,1237.8411896068226,498.0559402081793,429.83114406091863,308.9120941636072,791.6163384114665,1,BENIGN
60735,314,378,34962.493982944914,11952.569044126925,142.94103040528552,149.6919175364725,163.4833525110256,1148.4428288801332,101.05425225189285,4881.333854793178,36732.35352311451,4616.523051913196,439.971800073061,3761.6981545335543,7564.902785837611,17221.17493977492,13868.207746631639,250.9904093014927,192.58106420584983,674.5575051668424,252.3469052659163,37.7352362142755,1,BENIGN
195027,22,243,18448.943329027847,11257.929840999785,652.164763642415,6.923801988010288,343.2177994337947,134.87456589587475,444.5550818885848,14439.019243723304,29498.076812298405,845.602055090825,4244.445084108028,669.0174262397437,16634.47612363292,13313.476332056258,16519.01006852287,303.293240976581,427.2085321312273,17.582658318140947,285.6963568623287,139.1457207794081,17,BENIGN
65925,410,143,21645.694008847197,25249.921056539046,270.4322054172854,151.0271646398113,605.6182523263009,249.46622148834336,161.77453187333344,15114.599896643072,735.0913563270352,3757.1199525246952,2739.622887735743,17299.89932433347,13133.401268451958,14229.166814826758,16149.9165906904,279.98212022956454,431.30968609811123,462.1238825221045,643.986859530939,147.39049850477411,17,BENIGN
6311,383,41,1605.8971850298838,13079.419835806342,1480.7791280269337,289.459449543231,486.0318307187096,1102.4751593799351,7.689002311743522,4458.913242596522,45092.04447073844,419.1318098257518,4608.745626966457,7956.796542035656,10195.493638150247,18710.11895772048,15703.510465833417,140.70395477013759,117.10243496853998,673.4881552671667,482.83557380196834,360.42090275595194,1,DDoS
104355,3,423,13015.843641288708,503.8973958132553,846.1138165284099,188.59324932624338,552.4602854709319,652.7345300181229,421.8524315182063,10044.886890413303,27327.61655438324,2826.8967551799697,4583.950634653782,5314.104276996402,4745.464948293998,18850.338786475168,2604.6980182586663,1283.4703930804194,48.325006482730885,952.0378737220831,779.3281977482086,37.92787608243268,6,BruteForce
185779,127,258,1732.1363735294779,32432.461488575136,1034.2809228018923,267.90150512361885,229.44944883189424,674.4882529025645,470.9688132133986,7036.528409993718,43444.50054742863,2759.9238023562298,4603.333869538046,11255.375528836941,18443.900295954605,11055.463860193753,7950.77926783654,872.4222783248172,487.83443774221627,959.6684728521042,666.9616999718875,384.6296543053008,17,BENIGN
86305,297,447,43965.32934143232,25579.13638254628,494.87323821708566,438.4224612986743,387.74110003629636,469.82544563680057,328.12354051125703,15449.52955583178,44148.56826521401,1942.5368381890564,398.1481490003352,8446.9255233906,1093.474168752245,9932.82735485531,19695.045810006613,395.8445778159685,213.5225352036479,879.8405715210343,391.1955836255627,743.495182670942,6,DDoS
160765,188,285,12207.664326765596,22303.614833933403,151.1609830212228,456.3300420609539,40.294235650614965,914.9610113818383,116.4868786012489,12468.542214629297,22303.836171080915,4223.011167195167,613.579231155072,13050.736613966763,13781.371223799319,6740.863084126857,19777.862556045882,1274.4959987641153,2.107940683087558,446.6174260925224,197.68918639979032,14.193450510698074,6,BruteForce
131608,362,105,27888.991620171753,48350.07730518485,1464.0475855474697,133.72105826240195,654.9382706867059,285.8959176701419,126.62048767698266,9545.861944467913,25432.233822916423,22.84885328527516,4938.651990483828,9701.674999437546,12428.585457259283,14325.653623539243,12052.523565164216,1205.9436714953022,250.00989908065034,1421.6324307442608,540.7577436068404,295.12639941221886,6,BENIGN
157730,14,202,1997.017067023464,28581.39923894754,436.52596272094297,231.60809616168046,791.9642689807004,944.1052561777044,233.82984384437412,15598.297137701978,20846.143945012536,2601.376830090705,2443.1280987795426,13959.801151783398,8826.420029907971,10787.267295247268,14188.251422375473,160.41776201035586,310.03088150997775,594.0350373742381,582.6835917129889,609.910548828217,6,DDoS
85478,459,450,33359.02719571762,43178.40731057976,641.4741959086256,275.02286360548413,328.46885478661335,268.9602971315071,449.0177087211083,4741.3536216679195,22526.89508787147,1086.550595626102,1198.6881236174468,17075.794226707403,4814.015896299181,18660.857840815486,19026.16308774333,969.7676668651081,388.268035476569,333.17197244619615,374.01990393460744,127.82312776538298,1,BENIGN
123537,466,307,16185.21592041699,7015.53929844775,978.2972433368368,474.6071159872353,13.716104239576962,105.10079171747326,75.64923041763163,15084.756517657963,44767.843232689214,3717.749596963048,3850.6257976083034,3951.3623685679913,8619.611777536884,4810.587676816476,9004.057946211797,1085.5320662733982,471.5281169935957,836.2242801053011,187.7880952664991,66.659407008601,17,DDoS
150503,12,331,44901.06338853541,28481.862833314914,46.79897355230582,499.310042263028,139.98514844300317,502.2329561616009,413.16086112216,17314.217526251847,39428.38629699876,216.29406410417974,1328.783253850285,6622.185967281462,17456.72678381288,6239.54109069729,2745.9684890970275,1076.5827321090862,457.67014384378604,1125.9037181225613,448.0044627012958,506.4689371237977,1,BENIGN
131523,87,461,44411.50353725509,43405.5823552086,1217.2861044707574,118.4682171719218,523.758867811583,354.39910959467306,146.36010154387003,17578.50085631107,6413.6312481473415,4157.941886219706,3638.8062832130254,8764.470952084246,16736.954543996533,6356.004426028376,13382.288021566403,1087.482634702367,470.1277742073794,28.228023505176676,206.7942556257601,12.910972694358609,1,Infiltration
3747,12,266,16298.266387169302,29176.132576130905,809.5015031426442,363.7629558015619,491.60305797206803,1334.597541448935,404.48449854511983,15684.288180741096,30554.358298850784,4190.62304130805,4188.056031470308,19243.06603815138,18828.211187040815,16129.669168406306,19202.445074961466,262.49210061706566,17.030448981476912,421.7525710193657,752.2986625161979,642.407540479924,1,BENIGN
124855,397,398,45052.99673973887,35914.80819744372,424.543608732545,189.63750005436438,631.3524520705074,91.88064626425364,460.2153276031678,8189.882631615462,49795.74135527848,4164.497196005111,3923.4742527034505,7338.405590272331,6162.786200438708,2025.854620250939,13947.149816387226,479.47881686046634,356.1752927814034,1239.2170003740446,504.96297718680694,58.14793908504852,1,BENIGN
191222,25,210,49808.075791264004,18633.57621221976,101.79589808577917,5.045990246220399,206.8377887140492,273.15440193544305,214.31944212516578,19637.070053220647,29817.97999150104,763.6900651366166,1377.4985629076975,7652.94199937296,7748.21212579377,9140.199963730145,16068.389329204516,1267.825977671649,113.70312344003761,765.4614291445413,237.0851145270258,421.86163623918685,1,BENIGN
66725,301,51,41279.5124229912,4667.853376001477,252.12263905691773,5.617008695515275,612.0873728599715,827.5922123187437,183.16027639865987,7622.8931942576755,39314.994117095965,3152.4021862866634,2014.076684655393,13086.776833043245,384.3357916706679,8580.235702612294,8460.748591372596,1348.6037078390489,94.58879091562135,618.6475738240719,176.50589722594705,593.4015296310431,17,DDoS
130981,243,118,42251.32382037369,22922.119741597216,1343.600449691621,230.8224377735656,551.9472971113174,726.7901143627357,401.3084381666796,12790.576712093392,38476.16752172043,72.82242855776464,2072.1225061340488,8413.034212304488,18859.570394452963,1509.135439224484,1938.298451355573,425.99144098165675,400.35896573102593,1397.0429065776445,574.7950102911711,197.39873605344954,1,BENIGN
85654,122,201,12487.98636864904,19754.245572400934,1032.1760936644778,244.67912158916297,261.63752568250544,78.3195073783053,265.2119583073176,3263.4298524859,17580.844541029197,4239.96499385471,2461.4518613413143,19026.913725510123,6594.507935427205,8245.400120959726,3385.9529101691487,44.29907910485114,209.14771489726704,143.40729471302964,567.6956577921935,87.31442872857633,1,BENIGN
167845,147,377,28856.284822944926,43359.65610982842,382.35356523896587,12.262278590147885,438.66307770528476,20.806117742565267,342.54007518313534,19609.955527796035,18655.28020492755,3615.1529923495937,845.1905291852788,17894.651771485107,8089.234792444535,10291.890766515427,19653.270040415187,1291.052751277501,458.38343781538555,927.1995991589952,479.720124049317,144.62009930275212,1,BENIGN
120346,55,39,3409.4329026700243,12237.565352505988,107.745139768094,343.77678097037693,122.08267775616974,1482.2212335221134,311.7917892436286,14094.519141200031,36231.41344734112,2656.237500765364,2267.8255515675687,10292.505116624676,18157.014182833416,1348.8386154730192,9868.754496715808,571.8668383593731,22.175110307057604,519.8611872032277,493.369315017481,684.4734396883317,6,BENIGN
68435,238,28,4791.150944242402,48338.37466537865,1039.0168154560881,147.7076909088816,364.7887802312882,991.6637035346689,77.29153397675337,15079.88202766505,25049.178227081273,3653.226574049989,2558.8071226722436,12913.265917259605,10536.702619034595,10221.749462471114,250.2915976432251,500.9006983803052,401.2882339140944,115.52686345645932,485.07585724637033,566.095331863359,1,PortScan
57886,356,259,49944.68597106286,47908.99908423458,862.8875116919701,280.38665766643874,705.5518849467345,554.4551350433196,422.5503897844913,1362.245233052335,28571.478385606362,472.5261591622093,2663.2278929394515,1207.7097095782299,11327.829089692004,19186.79619843385,19107.791941816165,527.0295227360523,69.28037123001523,328.47931783012206,291.2822402143612,162.48794912600272,17,BENIGN
67803,173,84,16365.630508824252,12419.200571418363,612.7340914427701,151.15861750954397,339.8471469611857,710.9440490182295,98.69178059515497,15280.185393702403,35673.9989392054,2643.7505050521045,4101.303145622447,13929.824034246341,3532.8944346368276,19579.34074707257,9960.620440301349,629.3876717117859,89.11202358092724,945.6204873957537,750.2444559559414,574.3160337191406,17,PortScan
32551,392,454,37421.78640683988,17435.19517609216,551.7810592931951,84.4000231197843,672.4555316479605,407.15967947688756,466.2087898913196,15505.732412950996,38900.9938492486,1457.0911825904107,2591.499147412681,14158.657415333193,9978.213816164902,10657.011582866733,16727.005281853835,573.6172662658324,239.198506046725,52.13263144329057,386.0263790890196,568.351445315906,17,BENIGN
117216,221,155,40342.91939868948,44783.009256650555,333.05327113437136,204.17969556083878,474.25142538145707,523.8619377028825,126.03507441965178,13451.865890926485,13648.67722888026,4863.124696651642,1161.6117733432393,7216.025948082001,18364.989932166398,10326.183805429031,10973.678259317501,853.982039709005,198.39938049552697,892.4507349301329,21.160680615743914,798.1914529942386,6,BENIGN
12394,119,117,42908.2623868111,48332.77993376057,1007.7207722409013,116.90440903045987,157.54198691637362,977.0762562296388,367.2066056635972,5873.596795117355,7425.00859590445,4285.732635168884,3319.012403838494,4432.67352832419,11178.774581277441,5745.887920007009,2043.0286506584741,127.62101496230338,243.59998075820684,1435.7071276137835,281.9472671987187,316.2870387031004,17,BENIGN
70092,309,2,49881.53345523772,22199.7831866604,1456.2953614128671,267.86568748266484,466.9794645348276,1325.3895803123823,143.0430413533024,9819.316341109587,14660.55287151389,3666.6452034740505,3988.5975789922595,18305.814116249483,5109.776129148764,19942.453660656425,12315.235946817615,1457.5948895196875,470.07323449349656,1194.6931329317013,108.57465002484162,692.5585278435028,6,Botnet
4890,183,93,12112.74943858055,16083.802429762845,271.8157162968705,100.2154366129535,407.25674667986544,284.3537343909654,159.5749188848451,2253.1657076088936,25426.16242209457,4668.80442861341,1603.6646155269261,8562.762771062296,633.3054740539092,5520.871961953259,19948.03152362899,1405.3120413635204,329.037078846223,524.93964820743,293.89011388306733,359.92193534838793,17,DDoS
42606,288,166,2065.5238016420003,26328.395961914524,899.7037638231,254.6945823456689,321.9198614811253,1262.1386430241248,155.69092453837035,9458.161975860094,17172.85173312225,1734.8696795228032,3230.07658579785,13091.436790794127,6732.672451346819,9085.380943777129,704.408275092402,1402.2659034570938,145.8643815391583,215.92939307879638,488.5686756034075,718.7193777754886,6,BENIGN
88313,307,387,20589.016323829568,34404.071857968454,642.0357330615045,79.53187891956492,100.10619941527591,191.1193779822209,374.1982347590156,4914.285859378077,28461.301666494932,4504.498615041918,743.2205997706031,714.9094597763064,11456.092372148514,108.5344531633967,16837.46600832573,1320.123659882051,87.28144744660464,702.9460065303381,23.018257244929664,77.82239678366469,17,PortScan
142699,300,400,6547.5294579559,13710.052042980242,675.5661953995507,335.8163800334067,336.2833877585477,330.3384131467029,278.85074386672716,7014.484880556937,2767.9396338688593,1626.865922301445,1716.2122598445396,8310.639973207884,861.839634532894,7017.184203637281,4717.261105058791,993.8861902507773,210.60309129033587,595.496149905824,696.8094223261554,144.37354094956908,1,BruteForce
9792,82,350,1170.1731636446534,36836.83507222269,388.67944739044344,377.2149045362706,62.846089110503556,65.3911791939725,441.5932754679011,3293.878147653787,25536.545539526986,3664.2508017360738,4547.0274084526745,16354.313279726906,12199.753620050213,1475.2339971460367,7883.385792016591,339.45175849516426,226.36887260660106,1457.8821104355395,490.1957491821995,680.7137186380185,17,BENIGN
175073,454,296,18053.320015717232,2630.2849878763195,1239.4509647355144,56.086722890716956,83.52139586200724,219.80967451856918,154.3789868828184,4639.584636550596,18462.446856191626,3682.348141970469,4557.4277341812285,7782.141207994266,10473.042404091075,14889.30416918339,7460.463140340178,83.73039584809472,301.0459105398586,1484.9034012175487,239.82064162590083,656.343757663789,17,DDoS
155969,402,258,39197.72564120806,2512.2599135826013,733.0308501793893,234.43340360663225,335.6536436815092,1376.7816867414354,346.3042685063154,1577.544404311319,26779.871069154833,92.73103239401327,2880.8696479278874,12083.065144730692,15670.875028639754,11242.238337947148,17976.955913439702,157.98838652483224,133.7353490663442,621.7711379224488,252.40811326980386,247.81986452630505,17,BENIGN
69148,211,81,28330.72552669229,19345.070872019984,819.6747197754135,36.36497862678192,247.77827816492865,694.5637324613841,376.72135123189224,18402.03226041658,21184.41440876034,1805.9374316926976,3514.7337897168823,4236.623219666562,587.474563716517,11464.828951888747,10094.678914748445,492.7488256937523,383.9871143013116,231.68813545960586,375.20620033033987,479.45466291609625,1,BENIGN
125243,150,425,15673.260561057185,17705.985943432992,464.0937600680154,299.4930403254592,740.8077390604676,125.72213404974678,76.58957440194914,10631.693225109297,14282.86994681337,98.14392937008094,4271.536921877648,8359.686694349213,15619.13842292656,5765.9001536990745,8949.013993820206,760.7857079887203,50.13166249421141,1366.8082289679287,202.2329857714258,309.2462790711187,6,BENIGN
121174,37,268,32734.38317436135,15815.879107589257,280.8946138437551,132.93774466689305,303.6861152773151,1439.9929886780524,200.89408930258577,7965.002326691657,45214.984482336025,4985.462996033632,4793.180394710007,18556.37247516107,10422.332144704556,16307.180990546824,16362.32192564716,1489.947076065343,280.66622843672656,1192.37799074382,8.451832569952243,13.202292696299473,6,PortScan
155555,352,419,11639.308106425095,24576.437145312055,138.00647842220252,264.28460396251523,607.4972070473196,1319.6985385603887,241.92592968085515,10723.832794737238,9319.77292222571,611.8616123843608,2454.53333704595,11350.712406535691,7416.881362266432,115.25496035844097,987.6536147559056,658.8108027739528,312.14229496881154,771.7985679169893,26.113171302514242,25.75278062086598,1,BENIGN
125358,312,235,768.3532313006469,16070.642436462984,1074.0375199781247,259.2130436827613,426.546783461163,1134.4769560935304,178.48800755729278,12584.449908206976,34100.14222146993,2714.511667344899,2812.2629257639114,18043.532608903985,19308.005697412893,6705.343524325632,1738.2617387535233,791.7226748321514,104.20895895150751,554.3784180925605,289.4038342177558,48.13381055785325,1,BENIGN
49555,361,321,38229.45165249955,9653.283027481191,302.3890797149049,462.2528187507064,564.7481065706567,1400.8744600018613,161.7341853885999,18441.481927718512,46239.771157862466,3952.9906375744235,2084.051417572673,18045.28502481639,3210.7897492487004,13206.974934654412,443.5602489570231,1045.78429831024,413.1796638993109,677.7670831235939,103.75623290384358,477.28736268883506,6,BENIGN
18159,59,311,31205.967088957255,15508.003976975615,1038.2122777413085,274.9925280617927,211.79220649724235,337.9928370452886,343.5235271048233,3614.9243981119507,26979.63098830311,1007.1167477022015,369.18986591157943,18885.748618468366,10831.089130631219,18163.054621467574,13762.778251110938,279.29361596721645,308.1006304786311,1353.8029512046144,22.779121344430102,226.9860495678947,6,BENIGN
111510,131,301,38127.01609382295,48746.46842687124,591.6609046099612,291.9162413794395,753.8144534064717,1256.1902465850287,108.71733243208479,5946.272347772591,43832.78358011616,2425.7782878092676,2119.789327519604,17913.063618598102,6426.419657113644,4730.5883406584,10517.066580212831,1399.912232327761,323.21538510933846,285.1187371676723,688.119069677698,119.43889716033797,6,BENIGN
107530,412,463,1994.9539335488973,20585.115178892687,629.5044534745807,201.42490975642576,426.420355046967,1038.0868825679163,354.98598188031326,19516.997260065087,6330.08877382089,3037.536375844833,3955.230423521555,115.45852375549782,10554.452712118762,10844.94603196199,17521.68229610697,798.261562705674,249.3740093759558,1212.1074464739718,222.9391643460683,753.1992312128906,6,DDoS
81077,202,474,41864.125410141074,22263.40320407387,709.0744691782298,474.5907219882256,665.9026366717735,1305.9412818558556,467.58705399897457,7455.300083638062,24740.059635794765,801.8635672233313,4026.378634977728,18683.597087052858,11049.986297082438,10782.928839639755,9975.672730422388,421.6219549466352,454.8875143709929,37.10404291246152,404.982448847607,101.4483403295666,6,BENIGN
36920,243,357,30995.33369181335,28848.422248059444,557.8856771100393,388.8157688103652,295.2113263135102,1197.3982329565183,283.0335630676978,500.1049326086863,22905.561495998874,3892.998744097781,4462.961801820566,2792.315809753259,1798.070486012667,17489.778662421813,4444.173259512263,1403.3123896448722,347.2698631623246,1381.6522697817068,147.63022193234042,540.8154645577778,1,BruteForce
199193,35,213,28191.597768096373,49167.871382290614,159.92376606165922,143.41723986111793,84.66802249516701,526.2776441334693,306.10568413299757,2995.4876781113185,505.12847114604335,1497.3829494896372,266.8188588280857,846.5287096674537,13226.091586897812,1057.8119467188549,16104.895988357277,941.9214216528356,191.5359468829855,755.4429466728466,42.146352933791,715.8573453440137,6,BENIGN
20457,445,62,31249.47170332085,12117.983757966362,471.35139690424023,422.2605833023398,540.6007599380748,1163.8538201557108,35.39741835992045,575.4570998836127,22218.54133383079,1055.9043586178627,2640.501402007363,1155.0012648321538,12693.285103421047,8518.28744336061,5893.533846110131,730.6976995613236,120.06433800425901,347.8542612483466,597.1687080934222,135.24458545456753,6,DDoS
198629,93,49,43228.44068107479,34080.04142109507,998.9641974339683,216.7657837323599,11.168920428252466,401.05989144748656,432.3739749052963,19798.96669129353,18514.584843491633,2791.885443440647,546.0481948060105,7010.87809376985,15391.650819942935,3690.1902120990344,18714.43874522266,874.4323058415534,36.459775736920136,14.256189197601799,104.34069944419281,175.71009737182854,17,BENIGN
79953,438,127,29367.478502617407,35813.43544240912,1002.0187581886178,414.50490462326337,382.8579163695791,499.6023229118017,143.4384458127329,5613.4734373749,33522.95651595331,2052.1578245870464,1011.7034939970592,12435.041501112433,1822.2632882468283,479.57537595703104,5015.973518166286,1124.9703061687876,83.51505775299941,843.7242384297135,25.444937410908626,461.1817591928859,1,PortScan
53995,447,223,29068.471475414557,30385.854618813642,436.4742177875916,411.6211460784575,158.2775126198351,170.77951866223447,307.9105315987539,18474.67800087771,46922.65595096828,4601.509437237452,4502.080346879226,8076.108370554,5952.198352604719,2983.2672633836323,3362.7358508770335,240.26162550250046,496.3487930897462,374.2869271341588,471.8481109694108,409.21670567114415,1,BruteForce
172829,207,409,49534.423895435,4474.488064850371,695.5529135709551,95.24622319466434,503.7635260261129,1403.2641578108985,489.57697270265635,19917.93120140633,4380.975304275622,4400.433428292572,2488.988379564182,559.8079787551205,13005.710888564745,19530.58992332157,9871.54659029865,1298.5973417478058,203.97668109982845,950.5838606561565,15.706720075052417,419.2167964245827,6,BENIGN
10692,353,279,37848.67184507497,33859.770177587445,298.23636973778684,350.86942456040487,783.6387991445924,443.5950114664195,298.1557976858311,12016.832361805129,16441.07169705969,2417.2699662810273,3795.139155274102,9555.828551785558,2743.2492100530135,4336.227764929345,1019.7972082251641,1439.6651473443374,449.4449264114259,428.9422293635504,351.84732612420567,445.9690847443805,17,DDoS
177830,391,408,22142.575582284207,3251.530816256965,323.4544014794553,146.030841683959,374.20031052491356,785.7274731054632,362.6300342447244,712.266485557957,22258.83039597317,1796.9596098532622,331.2766885841173,8870.508308294082,13555.188233660961,18703.86392804921,737.8704523675267,854.829481107611,86.11410908574695,141.15580349343807,234.62465853986387,760.1728181890302,17,BENIGN
197769,332,294,35384.48015164474,29827.32534501735,44.340161725845036,149.44884232634143,654.911113937905,593.0859263346271,223.2144894936522,1677.7530262191929,22813.750363915726,1628.2643901746949,2089.9642545850115,15149.142846757855,1189.9439493002556,4144.824135487286,9925.330759656605,1026.583561728421,213.25507479908399,762.5269284669034,258.93729802551354,47.80124336372523,6,BENIGN
